frag	phylostrata	avg_mainAge
8_17432796_17439805	8	EM
8_17776258_17782951	4	EM
8_17941023_17944374	2	UC
8_18666233_18668800	4	EM
8_18941224_18943251	4	EM
8_19165747_19174093	5	EM
8_19611853_19620516	5	EM
8_19662214_19674887	4	EM
8_19747249_19766087	8	EM
8_1993055_1994235	7	EM
8_20035451_20046120	1	UC
8_20051264_20057831	1	UC
8_21771346_21772044	5	EM
8_21776974_21779990	2	UC
8_21888599_21901974	6.5	EM
8_21962757_21975821	1	UC
8_21990154_21996673	10	MM
8_21997937_21999803	2	UC
8_22008320_22014939	9.5	EM
8_22019882_22023664	6.5	EM
8_22287507_22300576	2	UC
8_22399072_22407442	6	EM
8_22421325_22431749	6	EM
8_22432007_22452083	8	EM
8_22452084_22459661	11	MM
8_22459662_22463918	10	MM
8_22472817_22479812	10	MM
8_22525429_22532107	2	UC
8_22545187_22553562	6	EM
8_22840438_22853098	4	EM
8_22853099_22863771	7.5	EM
8_22923447_22927826	8	EM
8_22940865_22946103	15	MM
8_23020354_23022039	14	MM
8_23116459_23128606	5	EM
8_23279196_23283390	2	UC
8_23312289_23319800	2	UC
8_23382771_23389105	2	UC
8_23424387_23432475	15	MM
8_23537623_23554248	10	MM
8_23558330_23579701	11	MM
8_23712143_23714333	7	EM
8_24142017_24152269	8	EM
8_24238062_24251886	10	MM
8_24297853_24300033	10	MM
8_25035857_25046527	3	UC
8_25270157_25282902	9	EM
8_25313226_25318048	1	UC
8_26146812_26150111	2	UC
8_26239749_26243348	8	EM
8_26367781_26374102	1	UC
8_27112745_27124115	8	EM
8_27161157_27175159	6	EM
8_27333919_27347974	5	EM
8_27466105_27474720	8	EM
8_27604844_27616675	2	UC
8_27623898_27631637	2	UC
8_27844326_27850488	5	EM
8_27939922_27943323	8	EM
8_27945322_27947750	1	UC
8_28173912_28176125	8	EM
8_28195452_28206723	8	EM
8_28260190_28263339	6	EM
8_28350109_28353698	7	EM
8_28457082_28461372	4	EM
8_28746544_28749397	4	EM
8_29201519_29223254	2	UC
8_29937238_29940875	2	UC
8_29950902_29954634	14	MM
8_30013772_30015101	2	UC
8_30240908_30249722	2	UC
8_30514629_30526394	2	UC
8_30577291_30588908	1	UC
8_30739468_30752000	10	MM
8_30889381_30894874	3.5	EM
8_33340850_33344595	2	UC
8_33363711_33383186	4	EM
8_33416989_33425608	8	EM
8_33449047_33466074	3	UC
8_36640285_36642202	2	UC
8_37550253_37566727	6	EM
8_37591253_37599354	8.5	EM
8_37619546_37623536	1	UC
8_37639018_37648735	4	EM
8_37703077_37711361	6	EM
8_37743693_37763998	8	EM
8_37797333_37803295	10	MM
8_37887219_37892254	4	EM
8_37944603_37966773	2	UC
8_38008444_38009753	6	EM
8_38033716_38034660	3	UC
8_38078645_38090331	2	UC
8_38123630_38127430	2	UC
8_38237182_38242579	2	UC
8_38242580_38252729	8	EM
8_38252730_38261326	8	EM
8_38277941_38281780	5	EM
8_38317989_38328283	5	EM
8_38578194_38597418	5	EM
8_38703416_38707600	5	EM
8_38754345_38760412	4	EM
8_38827949_38835129	2.5	UC
8_38851544_38857010	4	EM
8_39757849_39762232	2	UC
8_39777482_39780539	2	UC
8_40010639_40011322	8	EM
8_40754442_40757415	6	EM
8_41158437_41170511	6	EM
8_41382710_41396104	2	UC
8_41396105_41402893	2	UC
8_41419580_41434997	2	UC
8_41434998_41439486	2	UC
8_41908298_41914119	3	UC
8_42007227_42013069	2	UC
8_42038614_42068254	8	EM
8_42121192_42134106	4	EM
8_42187433_42199319	1	UC
8_42230054_42235451	10	MM
8_42389486_42397778	4.5	EM
8_42548748_42558260	8	EM
8_42697663_42699227	6	EM
8_42749380_42755327	2	UC
8_42946616_42950941	4	EM
8_48161231_48178140	4	EM
8_4847764_4852785	15	MM
8_48635219_48654640	5.5	EM
8_48871030_48879928	2	UC
8_49832730_49835597	4	EM
8_52720215_52722150	2	UC
8_52808416_52813106	4	EM
8_53371694_53374416	3	UC
8_53839731_53851989	8	EM
8_54751295_54758890	2	UC
8_54758891_54764703	4	EM
8_56684485_56695208	3.5	EM
8_57024530_57029492	4	EM
8_57115873_57125721	5	EM
8_57355821_57358962	8	EM
8_57358963_57361333	8	EM
8_57904091_57906783	1	UC
8_58903140_58916476	8	EM
8_59320591_59332677	2	UC
8_59406207_59413088	3	UC
8_59571465_59574984	2	UC
8_61191290_61196709	4	EM
8_61589190_61598367	1	UC
8_61957180_61969911	6	EM
8_6261206_6270887	4	EM
8_62623674_62630513	1	UC
8_63943821_63954580	2	UC
8_63993840_64001147	8	EM
8_6418661_6423639	7	EM
8_6563788_6569025	2	UC
8_66545294_66549034	4	EM
8_66750768_66755209	4	EM
8_66931223_66933955	4	EM
8_67035307_67040428	7	EM
8_67087720_67091608	8	EM
8_6732680_6746411	12	MM
8_67336948_67343625	1.5	UC
8_67372092_67374386	8	EM
8_67578751_67579835	4	EM
8_67579836_67582128	14	MM
8_67779848_67783048	4	EM
8_6783459_6783745	14	MM
8_6795184_6796683	12	MM
8_67963419_67972689	2	UC
8_67972690_67978164	2	UC
8_67991770_67997074	2	UC
8_68255415_68256746	2	UC
8_6913723_6920149	12	MM
8_70739602_70747761	4	EM
8_70971901_70984004	5	EM
8_71313105_71317335	6	EM
8_71518890_71522749	5	EM
8_71578492_71586845	4.5	EM
8_72267369_72274839	2	UC
8_72987423_72990101	4	EM
8_73914558_73924252	2	UC
8_74036214_74050328	5	EM
8_74204618_74210717	2	UC
8_74788626_74792096	2	UC
8_74881833_74889014	2	UC
8_74900360_74903657	9	EM
8_75231902_75237274	3	UC
8_75254761_75263468	2	UC
8_75733901_75737800	6	EM
8_77912285_77914219	2	UC
8_79428152_79439922	9	EM
8_79577739_79579334	4	EM
8_79715700_79719667	9	EM
8_80675273_80681488	6	EM
8_80939653_80943497	4	EM
8_81140520_81147348	4	EM
8_81396974_81400160	8	EM
8_82021922_82027237	8	EM
8_82190272_82195803	9	EM
8_82359251_82361359	4	EM
8_82367083_82389665	11	MM
8_8238661_8248628	8	EM
8_82443170_82443733	11	MM
8_82594558_82601504	1	UC
8_82634488_82645728	5	EM
8_82752647_82759889	5	EM
8_86015922_86021106	2	UC
8_86080687_86096397	8	EM
8_86129378_86139575	6	EM
8_86147863_86159575	2	UC
8_86290135_86296030	2	UC
8_86374486_86381631	1	UC
8_86997746_87005507	2	UC
8_87093501_87105522	10	MM
8_87322394_87333706	9	EM
8_87346737_87357461	3	UC
8_8747455_8751522	2	UC
8_87495468_87499919	2	UC
8_87519459_87533563	2	UC
8_87752379_87756354	6	EM
8_8856217_8861371	1	UC
8_90768859_90770600	7	EM
8_90911809_90916269	3	UC
8_91010880_91017240	1.5	UC
8_92047833_92063125	5	EM
8_92072711_92084059	2	UC
8_9410780_9421900	2	UC
8_94709945_94715402	4	EM
8_94751434_94753291	8.5	EM
8_94765331_94770205	2	UC
8_94868777_94871063	2	UC
8_95486635_95491122	2	UC
8_95564763_95569128	5	EM
8_95731574_95742638	8	EM
8_95825223_95826838	2	UC
8_95904704_95909968	4.5	EM
8_95960139_95964150	4	EM
8_96137859_96147405	2	UC
8_96278270_96282947	2	UC
8_97171251_97181141	5	EM
8_97244682_97248280	2	UC
8_97267286_97276207	2	UC
8_98287122_98291473	12	MM
8_98655627_98659128	6	EM
8_99046073_99058282	1	UC
8_99058283_99061290	1	UC
8_99070409_99079108	11	MM
8_99124468_99131145	1.5	UC
8_99425107_99440472	8	EM
8_99956016_99958256	6	EM
9_100121095_100127455	4	EM
9_100168942_100176475	6	EM
9_100394559_100398567	1.5	UC
9_100456986_100461206	2	UC
9_100613576_100620506	8	EM
9_100677901_100684915	1	UC
9_100745219_100754350	2	UC
9_100816418_100836971	1	UC
9_100880021_100884883	9	EM
9_100952069_100955958	2	UC
9_101008333_101024861	2	UC
9_101468939_101477396	4	EM
9_101568921_101571709	8	EM
9_101862292_101874984	4	EM
9_101983271_101985453	2	UC
9_102579459_102585189	6	EM
9_102667767_102669176	4	EM
9_102690074_102693929	4	EM
9_102856065_102872888	3	UC
9_103107356_103120610	2	UC
9_103186926_103198969	6	EM
9_103204119_103208403	5.5	EM
9_103789819_103793208	6	EM
9_104145240_104146636	1	UC
9_104160775_104161902	4	EM
9_104197976_104209245	2	UC
9_104295583_104296013	4	EM
9_104296014_104297906	2	UC
9_104355435_104359032	2	UC
9_104496716_104501962	6	EM
9_106856157_106861188	1	UC
9_107456320_107462296	10	MM
9_107507830_107515574	2	UC
9_107524885_107529278	2	UC
9_107684509_107694252	1	UC
9_108002667_108009938	6	EM
9_108209241_108213704	7	EM
9_108319556_108326786	1	UC
9_108421780_108426668	8	EM
9_108454627_108461031	2	UC
9_110041018_110050275	2	UC
9_111622012_111628859	11	MM
9_111692303_111703976	2	UC
9_111770037_111776135	5	EM
9_112539133_112546893	7.33333333333333	EM
9_112963517_112971775	9	EM
9_113013759_113021420	1	UC
9_114361641_114362432	1	UC
9_114391915_114401239	2	UC
9_114556090_114567003	11	MM
9_114653064_114662212	1	UC
9_114935959_114940732	8	EM
9_115094480_115106436	2	UC
9_115139784_115149853	2	UC
9_115240363_115252467	5	EM
9_115479820_115481932	4	EM
9_115511500_115518128	2	UC
9_115982793_115986380	2	UC
9_116036644_116041342	4	EM
9_116065537_116078465	11	MM
9_116102318_116104517	2	UC
9_116110312_116113273	8	EM
9_116171019_116175430	2	UC
9_116204107_116209215	6	EM
9_117153513_117163274	5	EM
9_117261937_117273944	5	EM
9_117343081_117350336	2	UC
9_117370925_117382039	9	EM
9_117550114_117555936	9	EM
9_117565400_117568538	9	EM
9_117691693_117694379	9	EM
9_119438942_119456470	8	EM
9_120465822_120471080	6	EM
9_123338223_123344333	6	EM
9_123474659_123477483	8	EM
9_123595808_123606549	2	UC
9_123638967_123646230	6	EM
9_123690134_123691855	8	EM
9_123834159_123838205	5	EM
9_123968883_123972630	2	UC
9_123980608_123989100	2	UC
9_124042667_124049429	2	UC
9_124127941_124135981	1	UC
9_124323804_124330590	5	EM
9_124850414_124859829	2	UC
9_124918874_124927291	2	UC
9_124989000_124993847	6	EM
9_125026211_125027881	1.5	UC
9_125128077_125137882	3	UC
9_125237734_125242999	11	MM
9_125271068_125281160	12	MM
9_125314506_125316055	11	MM
9_125549794_125552325	11	MM
9_125553577_125565494	11	MM
9_125589303_125592575	2	UC
9_125666221_125668260	4	EM
9_126026567_126032136	8	EM
9_126112586_126119752	2	UC
9_126682622_126694372	2	UC
9_126768067_126775500	5	EM
9_127177170_127180069	1	UC
9_127530898_127534410	6	EM
9_127615006_127632883	2.33333333333333	UC
9_127900774_127910427	2	UC
9_127949908_127952732	2	UC
9_128507490_128511312	2	UC
9_129086223_129090348	4	EM
9_129371013_129383088	5	EM
9_129676202_129678252	4	EM
9_129982140_129991033	2	UC
9_130157600_130164386	1	UC
9_130213491_130228324	1.5	UC
9_130332896_130342818	5	EM
9_130462452_130476588	2	UC
9_130478295_130478811	2	UC
9_130554858_130558773	1	UC
9_130607110_130621713	9	EM
9_130634357_130670082	4.5	EM
9_130670083_130691360	5	EM
9_130691361_130696609	2	UC
9_130699892_130702316	2	UC
9_130702335_130714146	4	EM
9_130736990_130743861	4	EM
9_130824960_130834961	5	EM
9_131314044_131317592	3	UC
9_131458812_131470021	4	EM
9_131474504_131488219	3	UC
9_131544132_131550923	2	UC
9_131580566_131582242	1	UC
9_131590309_131606011	1	UC
9_131639594_131651501	3	UC
9_131679351_131685097	2	UC
9_131697573_131705658	2	UC
9_131706135_131713116	3	UC
9_131842718_131845573	2	UC
9_131850534_131868696	2	UC
9_131868697_131877514	2	UC
9_131934361_131946991	8	EM
9_132368783_132383163	7	EM
9_132396926_132413571	8	EM
9_132413572_132439560	6	EM
9_132564162_132575309	4	EM
9_132584671_132595707	2	UC
9_132595708_132600126	2	UC
9_132814153_132816356	2	UC
9_133070559_133227009	1	UC
9_133271947_133277059	1	UC
9_133565197_133570965	1	UC
9_133576743_133589751	5	EM
9_134151117_134156687	4	EM
9_134162565_134166630	8	EM
9_134360263_134370501	6	EM
9_134376491_134389071	3	UC
9_134395689_134397977	3	UC
9_134612862_134625624	2	UC
9_134953558_134959669	4	EM
9_135227150_135243932	2	UC
9_135277028_135282897	8	EM
9_135283668_135287533	2	UC
9_135544917_135547212	3.5	EM
9_135752465_135758044	4	EM
9_136023238_136042692	6	EM
9_136082618_136085108	12	MM
9_136198424_136206519	2	UC
9_136208502_136225322	1.75	UC
9_136241973_136244191	3.5	EM
9_136267204_136280614	8	EM
9_136310329_136326838	6	EM
9_136341088_136348751	8	EM
9_136450292_136453523	8	EM
9_136501371_136513987	2	UC
9_136847063_136858310	4	EM
9_136916799_136931230	2	UC
9_136931952_136939604	2	UC
9_138794893_138810014	2	UC
9_138851796_138862498	5	EM
9_139088580_139098554	6	EM
9_139135308_139139819	2	UC
9_139166188_139239132	4	EM
9_139330579_139334640	2	UC
9_139370394_139374810	2	UC
9_139374811_139381701	15	MM
9_139439530_139442559	2	UC
9_139551313_139566009	6	EM
9_139571983_139593209	1	UC
9_139632800_139639883	11	MM
9_139639884_139649856	12	MM
9_139688116_139700158	9	EM
9_139700159_139703518	5.5	EM
9_139736943_139752287	5	EM
9_139833529_139842601	6.5	EM
9_139842602_139866613	15	MM
9_139866614_139884284	8	EM
9_139886340_139901235	5	EM
9_139924201_139944125	6	EM
9_139944126_139948634	6	EM
9_139950696_139977836	3	UC
9_139999027_140031604	4	EM
9_140031605_140045947	5	EM
9_140063275_140065320	9	EM
9_140065321_140073342	2	UC
9_140081558_140092835	4	EM
9_140098644_140104882	5	EM
9_140114684_140124472	9	EM
9_140124473_140144110	7.33333333333333	EM
9_140144111_140159836	3	UC
9_140316796_140323546	5.5	EM
9_140323547_140336630	2	UC
9_140349407_140365075	2.5	UC
9_140468984_140475056	2	UC
9_14690416_14695909	8	EM
9_15305051_15307455	2	UC
9_15421319_15423322	2	UC
9_15508969_15512209	6	EM
9_15551710_15558105	4	EM
9_15873297_15875149	4	EM
9_17124033_17138027	7	EM
9_19026365_19034626	5	EM
9_19041961_19057717	2	UC
9_19096942_19105169	4	EM
9_19143969_19154042	5	EM
9_19377024_19389292	1	UC
9_19786066_19789840	2	UC
9_2014531_2018859	2	UC
9_20620671_20623234	4	EM
9_20657036_20661867	4	EM
9_21028409_21032020	9	EM
9_21140214_21143341	12	MM
9_213121_216975	2	UC
9_21334864_21335693	7	EM
9_21364116_21377626	14	MM
9_21379569_21389410	14	MM
9_21402470_21422000	14	MM
9_21439247_21447185	14	MM
9_21482059_21484354	12	MM
9_21960711_21971264	12	MM
9_21991197_22008507	10	MM
9_22008594_22011170	8	EM
9_22441582_22448080	4	EM
9_262750_273365	2	UC
9_26890588_26893264	4	EM
9_26944689_26947689	2	UC
9_26955931_26957234	2	UC
9_27291402_27299748	12	MM
9_27523764_27525591	9	EM
9_27527548_27531143	2	UC
9_27572920_27576709	4	EM
9_2842364_2846028	2	UC
9_32382623_32396972	1	UC
9_32524066_32553150	4	EM
9_32572017_32578512	7	EM
9_32780480_32785352	9	EM
9_33022373_33026220	2	UC
9_33075629_33079209	2	UC
9_33163023_33172125	5	EM
9_33210443_33219410	8	EM
9_33249168_33273876	2	UC
9_33286962_33293011	2	UC
9_33472499_33475543	2	UC
9_33809140_33820329	2	UC
9_33928232_33938469	5	EM
9_33982290_33990500	5	EM
9_34026950_34064800	5	EM
9_34300322_34331257	1.5	UC
9_34375352_34382136	5.5	EM
9_34452768_34461545	3.5	EM
9_34522140_34525348	12	MM
9_34582300_34599303	8	EM
9_34599304_34613691	2	UC
9_34618431_34622689	4	EM
9_3466907_3472258	15	MM
9_34689293_34703014	8	EM
9_35058213_35075939	4.5	EM
9_35078659_35080718	8	EM
9_35094790_35101834	1.5	UC
9_35101835_35104572	1	UC
9_35156286_35163080	4	EM
9_3524623_3539113	3	UC
9_35489318_35494869	8	EM
9_35563582_35565084	4	EM
9_35605053_35608673	4	EM
9_35642619_35647458	9	EM
9_35649677_35655251	10	MM
9_35731768_35742074	4	EM
9_35748817_35759195	3.33333333333333	EM
9_35784930_35799763	2	UC
9_35811240_35812776	4	EM
9_35812777_35818054	1	UC
9_35826694_35847625	2	UC
9_35956485_35960074	11	MM
9_36165126_36181122	10	MM
9_36568928_36576493	4	EM
9_37000340_37008401	6	EM
9_37031360_37041767	6	EM
9_37120037_37122228	3	UC
9_37463079_37471255	8	EM
9_37485745_37487032	2	UC
9_37588322_37607948	6	EM
9_37649329_37653600	4	EM
9_37902767_37907347	4	EM
9_38066593_38071700	5	EM
9_38392152_38397677	1	UC
9_38423234_38427276	11	MM
9_38617677_38622696	14	MM
9_454380_464347	2	UC
9_4666357_4678224	6	EM
9_4678225_4681310	8	EM
9_4731566_4742084	2	UC
9_4790267_4794051	2	UC
9_4977624_4986440	6	EM
9_5183614_5186021	12	MM
9_5231048_5236684	14	MM
9_5301437_5315325	11	MM
9_5426248_5442557	4	EM
9_5450404_5453647	8	EM
9_5489241_5514304	9	EM
9_5627089_5632001	2	UC
9_5831936_5834330	2	UC
9_6557873_6576005	1	UC
9_6643405_6652941	1	UC
9_6720824_6726815	2	UC
9_6749011_6759562	2	UC
9_71155324_71159066	9	EM
9_71624507_71632801	2	UC
9_71638992_71657203	1	UC
9_72281678_72297597	4	EM
9_72374189_72383794	2	UC
9_72872597_72875336	2	UC
9_73021871_73033682	4	EM
9_74422380_74431763	8	EM
9_74525103_74529153	2	UC
9_75694982_75704865	1	UC
9_75760810_75770267	6	EM
9_77566570_77568389	10	MM
9_77641678_77646041	2	UC
9_77701203_77705355	2	UC
9_80637139_80648673	4	EM
9_80844418_80855114	4	EM
9_82182006_82194454	4	EM
9_84300946_84309438	4	EM
9_86149937_86158320	5	EM
9_86236677_86247242	1	UC
9_86318677_86325704	2	UC
9_86534310_86539412	2	UC
9_86566536_86574615	2	UC
9_86585021_86587864	2	UC
9_86594077_86596433	2	UC
9_86953441_86963349	1	UC
9_87278774_87289361	6	EM
9_88355594_88357369	2	UC
9_88551457_88557085	2	UC
9_88897463_88903843	1	UC
9_88967187_88973484	2	UC
9_91605470_91608546	11.5	MM
9_91925160_91926862	2	UC
9_91926863_91934891	2	UC
9_92110901_92113447	8	EM
9_92217015_92221435	6	EM
9_93563299_93566015	5	EM
9_94122554_94124910	1	UC
9_95083960_95094668	5	EM
9_95431038_95432588	2	UC
9_95523387_95534243	5	EM
9_95815702_95821875	8	EM
9_95941730_95951444	2	UC
9_96198875_96216506	10	MM
9_97399353_97402803	1	UC
9_974143_989801	5	EM
9_97488743_97490486	4	EM
9_98078647_98080550	8	EM
9_98635859_98639863	2	UC
9_99212134_99214190	8	EM
9_99379444_99404241	2	UC
9_99536796_99544553	2	UC
9_99635840_99638163	2	UC
X_100062121_100075486	1	UC
X_100075487_100079612	1	UC
X_100127546_100139328	2	UC
X_100180252_100202586	8	EM
X_100223971_100226151	12	MM
X_100296240_100308892	1	UC
X_100330440_100335788	6	EM
X_100472969_100481514	4	EM
X_100547759_100550184	2	UC
X_100603666_100604442	2	UC
X_100640013_100647621	2.5	UC
X_100658737_100669820	2	UC
X_100669821_100679250	12	MM
X_100868956_100873480	12	MM
X_100910075_100914913	12	MM
X_101184054_101187735	12	MM
X_102316305_102321613	12	MM
X_102461640_102470395	12	MM
X_102508185_102514656	12	MM
X_102527669_102539320	12	MM
X_102579296_102587675	12	MM
X_102604766_102614200	12	MM
X_102628610_102652850	12	MM
X_102773492_102777958	15	MM
X_102828039_102836459	12	MM
X_102858726_102870952	12	MM
X_102881328_102884227	12	MM
X_102935257_102945155	12	MM
X_102965236_102975413	14	MM
X_103024036_103029806	8	EM
X_103086560_103087955	4	EM
X_103394974_103401900	8	EM
X_103407727_103412127	5	EM
X_103800909_103819311	7	EM
X_104460432_104466728	12	MM
X_105282189_105285364	10	MM
X_105841118_105859217	4	EM
X_105879368_105883347	4	EM
X_106044000_106049022	2	UC
X_106136850_106144418	9	EM
X_106235810_106238426	8	EM
X_106241396_106246372	8	EM
X_106361090_106369608	4	EM
X_106447577_106462862	2	UC
X_106754622_106767830	8	EM
X_106785648_106791247	8	EM
X_106867826_106872209	1	UC
X_107017598_107025814	10	MM
X_107032216_107038935	12	MM
X_107062501_107071430	6	EM
X_107221478_107227886	13	MM
X_107331895_107337414	2	UC
X_107669557_107682886	1	UC
X_107969745_107984430	12	MM
X_108724873_108725974	4	EM
X_108771797_108779052	2	UC
X_108864362_108871125	9	EM
X_109589842_109590904	15	MM
X_109598249_109605492	5	EM
X_109677110_109684986	1	UC
X_11124746_11135046	2	UC
X_117476911_117482242	2	UC
X_117627444_117632638	2	UC
X_11773907_11781438	4	EM
X_117859958_117862932	9	EM
X_117956293_117959149	12	MM
X_118104628_118110896	5	EM
X_118362740_118371229	2	UC
X_118531883_118534177	4	EM
X_118594133_118604927	2	UC
X_118706106_118714179	2	UC
X_118734413_118746181	5	EM
X_118891662_118893893	12	MM
X_118985352_118994126	2	UC
X_119004417_119017075	5	EM
X_119380299_119385362	8	EM
X_119444890_119446903	8	EM
X_119493081_119497954	8	EM
X_119600109_119607142	6	EM
X_119708048_119713451	2	UC
X_119725757_119734549	1	UC
X_119761365_119775529	8	EM
X_122866030_122876169	2	UC
X_122987468_122995784	5	EM
X_123092929_123094741	2	UC
X_128656368_128660172	1	UC
X_128666776_128675100	2	UC
X_128775388_128796148	15	MM
X_12883955_12892564	8	EM
X_128868446_128879744	6	EM
X_128974021_128978644	2	UC
X_129020000_129040572	2	UC
X_129113370_129121767	8	EM
X_12921261_12924854	8	EM
X_129242387_129249986	8	EM
X_129294928_129303712	2	UC
X_129304595_129310333	8	EM
X_129398072_129404405	7	EM
X_129460026_129479448	2	UC
X_129517624_129519941	8	EM
X_129529650_129559117	2	UC
X_130035819_130037672	5	EM
X_13061477_13070344	14	MM
X_130672032_130679075	10	MM
X_131155372_131158365	2	UC
X_131260204_131262241	8	EM
X_131343083_131354018	2	UC
X_131622381_131629616	8	EM
X_13326377_13351638	2	UC
X_133369507_133377251	5	EM
X_133506872_133507938	8	EM
X_133929880_133933404	10	MM
X_134122671_134135256	9	EM
X_134163819_134172675	12	MM
X_134304336_134307550	12	MM
X_134476541_134478200	12	MM
X_134478201_134480778	12	MM
X_134654025_134656795	2	UC
X_135054791_135057430	2	UC
X_135064405_135069132	1	UC
X_135228680_135231237	8	EM
X_135338200_135340126	12	MM
X_135568380_135570766	6	EM
X_135574340_135584697	2	UC
X_135612237_135623192	9	EM
X_135862606_135873333	4	EM
X_13586708_13588693	8	EM
X_135957578_135971376	2	UC
X_136644843_136655197	5	EM
X_13669288_13682109	8	EM
X_13706396_13710005	5	EM
X_13746509_13754376	2	UC
X_139027087_139027796	2	UC
X_13953483_13963430	7	EM
X_139863549_139868464	2	UC
X_140265271_140282228	12	MM
X_140925990_140927234	15	MM
X_140986126_140993090	15	MM
X_14544109_14549463	5	EM
X_146990620_146995843	5	EM
X_147579628_147584803	4	EM
X_148613326_148624775	1	UC
X_148707202_148714640	4	EM
X_1487429_1516558	2	UC
X_14887917_14892786	3	UC
X_149527533_149535249	9	EM
X_149735181_149740571	2	UC
X_149859720_149867416	2	UC
X_150860119_150864491	8	EM
X_150881164_150887400	12	MM
X_151142087_151146989	12	MM
X_151617837_151621422	6	EM
X_151805338_151810008	12	MM
X_151998420_152000582	1.5	UC
X_152068973_152086938	8	EM
X_152223254_152226340	12	MM
X_152479607_152489347	15	MM
X_152721325_152738038	5	EM
X_152759100_152770208	3	UC
X_152781989_152789775	2	UC
X_15284595_15291859	9	EM
X_152863309_152871305	4	EM
X_152903555_152922098	2	UC
X_152987864_152997743	1.5	UC
X_153028748_153036570	4	EM
X_153036571_153089445	3.6	EM
X_153091276_153103915	5	EM
X_153139427_153148343	4	EM
X_153166133_153172077	8	EM
X_153172078_153182876	4	EM
X_153198556_153214266	3.33333333333333	EM
X_153233726_153240636	3.5	EM
X_153284528_153289468	8	EM
X_15333651_15343131	8	EM
X_153408741_153418353	7	EM
X_15352041_15355041	1	UC
X_153597085_153614326	10	MM
X_153625658_153635383	11	MM
X_153635384_153648317	11	MM
X_153649560_153657609	4	EM
X_153657610_153671974	3	UC
X_153671975_153673686	2	UC
X_153681711_153701574	4	EM
X_153701575_153715646	3.5	EM
X_153715829_153719991	1	UC
X_153736288_153755321	8	EM
X_153755322_153771681	6	EM
